date,aqi,pm25,pm10,no2,so2,co,o3,city
2021-10-26,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2021-10-27,118.0,64.9,127.44,97.94,134.52,1.24,112.1,Chennai
2021-10-28,118.0,64.9,127.44,97.94,134.52,1.24,112.1,Chennai
2021-10-29,91.0,50.05,98.28,75.53,103.74,0.96,86.45,Chennai
2021-10-30,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-10-31,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2021-11-01,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai
2021-11-02,95.0,52.25,102.6,78.85,108.3,1.0,90.25,Chennai
2021-11-03,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2021-11-04,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-11-05,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2021-11-06,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2021-11-07,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-11-08,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-11-09,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-11-10,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-11-11,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2021-11-12,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2021-11-13,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-11-14,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2021-11-15,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-11-16,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-11-17,37.0,20.35,39.96,30.71,42.18,0.39,35.15,Chennai
2021-11-18,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2021-11-19,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2021-11-20,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2021-11-21,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2021-11-22,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-11-23,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2021-11-24,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2021-11-25,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2021-11-26,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2021-11-27,36.0,19.8,38.88,29.88,41.04,0.38,34.2,Chennai
2021-11-28,36.0,19.8,38.88,29.88,41.04,0.38,34.2,Chennai
2021-11-29,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2021-11-30,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2021-12-01,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2021-12-02,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2021-12-03,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2021-12-04,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2021-12-05,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2021-12-06,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-12-07,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2021-12-08,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2021-12-09,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-12-10,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2021-12-11,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2021-12-12,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2021-12-13,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2021-12-14,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2021-12-15,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2021-12-16,101.0,55.55,109.08,83.83,115.14,1.06,95.95,Chennai
2021-12-17,123.0,67.65,132.84,102.09,140.22,1.29,116.85,Chennai
2021-12-18,126.0,69.3,136.08,104.58,143.64,1.32,119.7,Chennai
2021-12-19,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2021-12-20,120.0,66.0,129.6,99.6,136.8,1.26,114.0,Chennai
2021-12-21,162.0,89.1,174.96,134.46,184.68,1.7,153.9,Chennai
2021-12-22,149.0,81.95,160.92,123.67,169.86,1.56,141.55,Chennai
2021-12-23,171.0,94.05,184.68,141.93,194.94,1.8,162.45,Chennai
2021-12-24,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2021-12-25,99.0,54.45,106.92,82.17,112.86,1.04,94.05,Chennai
2021-12-26,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai
2021-12-27,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2021-12-28,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2021-12-29,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2021-12-30,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2021-12-31,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-01-01,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-01-02,95.0,52.25,102.6,78.85,108.3,1.0,90.25,Chennai
2022-01-03,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-01-04,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2022-01-05,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-01-06,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-01-07,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2022-01-08,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-01-09,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-01-10,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-01-11,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2022-01-12,132.0,72.6,142.56,109.56,150.48,1.39,125.4,Chennai
2022-01-13,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-01-14,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2022-01-15,37.0,20.35,39.96,30.71,42.18,0.39,35.15,Chennai
2022-01-16,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2022-01-17,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-01-18,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-01-19,79.0,43.45,85.32,65.57,90.06,0.83,75.05,Chennai
2022-01-20,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai
2022-01-21,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2022-01-22,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2022-01-23,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-01-24,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2022-01-25,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-01-26,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2022-01-27,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-01-28,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-01-29,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2022-01-30,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2022-01-31,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2022-02-01,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-02-02,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2022-02-03,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2022-02-04,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2022-02-05,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2022-02-06,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2022-02-07,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2022-02-08,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-02-09,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2022-02-10,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2022-02-11,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-02-12,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2022-02-13,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2022-02-14,114.0,62.7,123.12,94.62,129.96,1.2,108.3,Chennai
2022-02-15,98.0,53.9,105.84,81.34,111.72,1.03,93.1,Chennai
2022-02-16,91.0,50.05,98.28,75.53,103.74,0.96,86.45,Chennai
2022-02-17,100.0,55.0,108.0,83.0,114.0,1.05,95.0,Chennai
2022-02-18,91.0,50.05,98.28,75.53,103.74,0.96,86.45,Chennai
2022-02-19,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-02-20,112.0,61.6,120.96,92.96,127.68,1.18,106.4,Chennai
2022-02-21,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2022-02-22,87.0,47.85,93.96,72.21,99.18,0.91,82.65,Chennai
2022-02-23,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-02-24,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-02-25,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-02-26,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-02-27,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2022-02-28,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-03-01,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-03-02,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2022-03-03,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2022-03-04,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2022-03-05,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2022-03-06,75.0,41.25,81.0,62.25,85.5,0.79,71.25,Chennai
2022-03-07,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2022-03-08,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-03-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-03-10,90.0,49.5,97.2,74.7,102.6,0.95,85.5,Chennai
2022-03-11,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2022-03-12,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-03-13,89.0,48.95,96.12,73.87,101.46,0.93,84.55,Chennai
2022-03-14,97.0,53.35,104.76,80.51,110.58,1.02,92.15,Chennai
2022-03-15,110.0,60.5,118.8,91.3,125.4,1.16,104.5,Chennai
2022-03-16,103.0,56.65,111.24,85.49,117.42,1.08,97.85,Chennai
2022-03-17,116.0,63.8,125.28,96.28,132.24,1.22,110.2,Chennai
2022-03-18,93.0,51.15,100.44,77.19,106.02,0.98,88.35,Chennai
2022-03-19,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2022-03-20,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2022-03-21,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2022-03-22,102.0,56.1,110.16,84.66,116.28,1.07,96.9,Chennai
2022-03-23,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2022-03-24,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2022-03-25,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-03-26,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-03-27,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2022-03-28,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2022-03-29,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2022-03-30,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2022-03-31,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2022-04-01,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2022-04-02,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-04-03,92.0,50.6,99.36,76.36,104.88,0.97,87.4,Chennai
2022-04-04,41.0,22.55,44.28,34.03,46.74,0.43,38.95,Chennai
2022-04-05,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-04-06,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2022-04-07,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-04-08,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2022-04-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-04-10,101.0,55.55,109.08,83.83,115.14,1.06,95.95,Chennai
2022-04-11,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-04-12,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-04-13,36.0,19.8,38.88,29.88,41.04,0.38,34.2,Chennai
2022-04-14,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2022-04-15,35.0,19.25,37.8,29.05,39.9,0.37,33.25,Chennai
2022-04-16,38.0,20.9,41.04,31.54,43.32,0.4,36.1,Chennai
2022-04-17,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-04-18,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2022-04-19,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2022-04-20,40.0,22.0,43.2,33.2,45.6,0.42,38.0,Chennai
2022-04-21,39.0,21.45,42.12,32.37,44.46,0.41,37.05,Chennai
2022-04-22,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2022-04-23,38.0,20.9,41.04,31.54,43.32,0.4,36.1,Chennai
2022-04-24,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2022-04-25,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2022-04-26,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2022-04-27,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2022-04-28,45.0,24.75,48.6,37.35,51.3,0.47,42.75,Chennai
2022-04-29,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-04-30,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2022-05-01,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2022-05-02,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-05-03,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2022-05-04,34.0,18.7,36.72,28.22,38.76,0.36,32.3,Chennai
2022-05-05,91.0,50.05,98.28,75.53,103.74,0.96,86.45,Chennai
2022-05-06,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2022-05-07,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2022-05-08,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-05-09,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2022-05-10,128.0,70.4,138.24,106.24,145.92,1.34,121.6,Chennai
2022-05-11,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2022-05-12,127.0,69.85,137.16,105.41,144.78,1.33,120.65,Chennai
2022-05-13,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-05-14,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-05-15,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-05-16,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2022-05-17,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-05-18,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-05-19,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-05-20,71.0,39.05,76.68,58.93,80.94,0.75,67.45,Chennai
2022-05-21,79.0,43.45,85.32,65.57,90.06,0.83,75.05,Chennai
2022-05-22,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2022-05-23,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-05-24,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2022-05-25,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-05-26,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2022-05-27,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2022-05-28,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2022-05-29,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-05-30,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-05-31,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-06-01,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2022-06-02,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2022-06-03,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-06-04,44.0,24.2,47.52,36.52,50.16,0.46,41.8,Chennai
2022-06-05,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-06-06,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-06-07,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2022-06-08,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-06-09,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-06-10,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2022-06-11,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-06-12,203.0,111.65,219.24,168.49,231.42,2.13,192.85,Chennai
2022-06-13,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-06-14,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2022-06-15,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2022-06-16,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-06-17,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2022-06-18,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2022-06-19,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2022-06-20,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-06-21,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2022-06-22,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
2022-06-23,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2022-06-24,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-06-25,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-06-26,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-06-27,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2022-06-28,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2022-06-29,84.0,46.2,90.72,69.72,95.76,0.88,79.8,Chennai
2022-06-30,77.0,42.35,83.16,63.91,87.78,0.81,73.15,Chennai
2022-07-01,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-07-02,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2022-07-03,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-07-04,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-07-05,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2022-07-06,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-07-07,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-07-08,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2022-07-09,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2022-07-10,88.0,48.4,95.04,73.04,100.32,0.92,83.6,Chennai
2022-07-11,105.0,57.75,113.4,87.15,119.7,1.1,99.75,Chennai
2022-07-12,238.0,130.9,257.04,197.54,271.32,2.5,226.1,Chennai
2022-07-13,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2022-07-14,53.0,29.15,57.24,43.99,60.42,0.56,50.35,Chennai
2022-07-15,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-07-16,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-07-17,47.0,25.85,50.76,39.01,53.58,0.49,44.65,Chennai
2022-07-18,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-07-19,79.0,43.45,85.32,65.57,90.06,0.83,75.05,Chennai
2022-07-20,76.0,41.8,82.08,63.08,86.64,0.8,72.2,Chennai
2022-07-21,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-07-22,52.0,28.6,56.16,43.16,59.28,0.55,49.4,Chennai
2022-07-23,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2022-07-24,55.0,30.25,59.4,45.65,62.7,0.58,52.25,Chennai
2022-07-25,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-07-26,54.0,29.7,58.32,44.82,61.56,0.57,51.3,Chennai
2022-07-27,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-07-28,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-07-29,51.0,28.05,55.08,42.33,58.14,0.54,48.45,Chennai
2022-07-30,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-07-31,58.0,31.9,62.64,48.14,66.12,0.61,55.1,Chennai
2022-08-01,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2022-08-02,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2022-08-03,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2022-08-04,42.0,23.1,45.36,34.86,47.88,0.44,39.9,Chennai
2022-08-05,78.0,42.9,84.24,64.74,88.92,0.82,74.1,Chennai
2022-08-06,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-08-07,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2022-08-08,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-08-09,61.0,33.55,65.88,50.63,69.54,0.64,57.95,Chennai
2022-08-10,112.0,61.6,120.96,92.96,127.68,1.18,106.4,Chennai
2022-08-11,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2022-08-12,203.0,111.65,219.24,168.49,231.42,2.13,192.85,Chennai
2022-08-13,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2022-08-14,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2022-08-15,63.0,34.65,68.04,52.29,71.82,0.66,59.85,Chennai
2022-08-16,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-08-17,56.0,30.8,60.48,46.48,63.84,0.59,53.2,Chennai
2022-08-18,57.0,31.35,61.56,47.31,64.98,0.6,54.15,Chennai
2022-08-19,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-08-20,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-08-21,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-08-22,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2022-08-23,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2022-08-24,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-08-25,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-08-26,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-08-27,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-08-28,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2022-08-29,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-08-30,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-08-31,49.0,26.95,52.92,40.67,55.86,0.51,46.55,Chennai
2022-09-01,50.0,27.5,54.0,41.5,57.0,0.53,47.5,Chennai
2022-09-02,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-09-03,96.0,52.8,103.68,79.68,109.44,1.01,91.2,Chennai
2022-09-04,43.0,23.65,46.44,35.69,49.02,0.45,40.85,Chennai
2022-09-05,94.0,51.7,101.52,78.02,107.16,0.99,89.3,Chennai
2022-09-06,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2022-09-07,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-09-08,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-09-09,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2022-09-10,67.0,36.85,72.36,55.61,76.38,0.7,63.65,Chennai
2022-09-11,74.0,40.7,79.92,61.42,84.36,0.78,70.3,Chennai
2022-09-12,115.0,63.25,124.2,95.45,131.1,1.21,109.25,Chennai
2022-09-13,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2022-09-14,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-09-15,80.0,44.0,86.4,66.4,91.2,0.84,76.0,Chennai
2022-09-16,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2022-09-17,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-09-18,64.0,35.2,69.12,53.12,72.96,0.67,60.8,Chennai
2022-09-19,62.0,34.1,66.96,51.46,70.68,0.65,58.9,Chennai
2022-09-20,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2022-09-21,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2022-09-22,69.0,37.95,74.52,57.27,78.66,0.72,65.55,Chennai
2022-09-23,66.0,36.3,71.28,54.78,75.24,0.69,62.7,Chennai
2022-09-24,70.0,38.5,75.6,58.1,79.8,0.74,66.5,Chennai
2022-09-25,65.0,35.75,70.2,53.95,74.1,0.68,61.75,Chennai
2022-09-26,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2022-09-27,73.0,40.15,78.84,60.59,83.22,0.77,69.35,Chennai
2022-09-28,82.0,45.1,88.56,68.06,93.48,0.86,77.9,Chennai
2022-09-29,83.0,45.65,89.64,68.89,94.62,0.87,78.85,Chennai
2022-09-30,72.0,39.6,77.76,59.76,82.08,0.76,68.4,Chennai
2022-10-01,48.0,26.4,51.84,39.84,54.72,0.5,45.6,Chennai
2022-10-02,85.0,46.75,91.8,70.55,96.9,0.89,80.75,Chennai
2022-10-03,86.0,47.3,92.88,71.38,98.04,0.9,81.7,Chennai
2022-10-04,46.0,25.3,49.68,38.18,52.44,0.48,43.7,Chennai
2022-10-05,81.0,44.55,87.48,67.23,92.34,0.85,76.95,Chennai
2022-10-06,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-10-07,60.0,33.0,64.8,49.8,68.4,0.63,57.0,Chennai
2022-10-08,68.0,37.4,73.44,56.44,77.52,0.71,64.6,Chennai
2022-10-09,59.0,32.45,63.72,48.97,67.26,0.62,56.05,Chennai
